junction	type	ERR2598061	ERR2598062	ERR2598063	ERR2598064	ERR2598083	ERR2598084	ERR2598085	ERR2598097	ERR2598115	ERR2598131	ERR2598132	ERR2598143	ERR2598144	ERR2598159	ERR2598160	ERR2598161	ERR2598162	ERR2598173	ERR2598174	ERR2598175	ERR2598176	ERR2598188	ERR2598189	ERR2598201	ERR2598202	ERR2598217	ERR2598218	ERR2598219	ERR2598220	ERR2598241	ERR2598242	ERR2598243	ERR2598244	ERR2598261	ERR2598275	ERR2598284	ERR2598285	ERR2598334	ERR2598344	ERR2598357	ERR2598358	ERR2598359	ERR2598142	ERR2598260	ERR2598262	ERR2598310	geneID	geneName
chr15:22926108-22927905	N_w	1	3	3	3	1	0	31	18	8	10	7	9	12	10	3	0	8	42	29	24	13	2	8	3	19	2	12	18	18	1	2	0	0	0	0	1	0	2	1	1	1	0	3	1	0	9	ENSG00000273749.4	CYFIP1
chr15:22928029-22932222	N_w	0	0	4	3	2	0	11	7	5	5	12	9	8	12	2	3	16	38	21	16	10	6	8	1	28	1	13	13	15	0	0	0	2	0	0	0	1	0	2	1	0	0	3	1	0	4	ENSG00000273749.4	CYFIP1
chr15:22932341-22933801	N_w	1	1	5	10	0	0	31	38	15	27	11	18	17	22	8	10	46	90	58	54	35	17	42	3	63	2	27	32	28	0	5	3	2	0	1	4	4	6	12	5	11	2	7	0	1	10	ENSG00000273749.4	CYFIP1
chr15:22933894-22937103	N_w	0	3	9	10	0	0	41	35	9	29	7	20	13	31	9	17	44	87	52	53	37	19	31	0	57	1	27	35	34	1	0	0	1	0	2	3	1	3	9	4	14	1	10	0	0	9	ENSG00000273749.4	CYFIP1
chr15:22937209-22939191	N_w	2	2	6	13	0	0	35	28	11	16	13	15	14	24	6	14	28	89	45	25	16	13	33	2	33	1	19	33	24	0	5	0	0	0	0	0	0	4	6	4	3	3	5	3	0	8	ENSG00000273749.4	CYFIP1
chr15:22939321-22939410	N_w	1	3	6	5	1	0	18	16	13	14	9	14	10	22	3	13	30	74	52	27	20	9	22	1	25	2	16	24	18	0	3	0	1	0	0	3	1	1	4	0	1	1	4	0	0	6	ENSG00000273749.4	CYFIP1
chr15:22939508-22943172	N_w	2	2	5	15	0	0	33	30	13	21	17	12	14	41	6	18	41	104	60	38	33	15	45	1	40	3	26	35	28	1	3	0	2	0	2	2	2	5	7	9	9	5	10	5	0	19	ENSG00000273749.4	CYFIP1
chr15:22943355-22944557	N_w	3	0	3	9	0	0	26	23	8	18	11	13	10	18	4	8	19	71	40	19	13	11	24	0	26	0	18	21	17	0	4	0	2	0	0	2	2	3	8	4	6	2	3	1	1	4	ENSG00000273749.4	CYFIP1
chr15:22944660-22944861	N_w	0	0	9	14	0	0	41	51	10	24	15	14	27	24	10	15	35	92	60	48	28	14	44	2	38	3	33	26	27	1	0	1	0	0	0	2	4	8	7	2	7	5	7	3	0	12	ENSG00000273749.4	CYFIP1
chr15:22944940-22947002	N_w	2	1	3	2	0	0	14	6	4	7	5	13	8	9	4	4	17	50	22	12	8	5	12	0	16	0	13	19	14	0	1	0	0	0	0	2	0	3	3	1	1	0	6	1	0	6	ENSG00000273749.4	CYFIP1
chr15:22947093-22947168	N_w	0	0	0	8	0	2	35	24	12	5	9	14	23	4	3	5	11	47	30	35	26	4	20	0	33	2	15	24	17	2	0	1	0	0	0	0	2	1	5	0	1	2	3	1	1	13	ENSG00000273749.4	CYFIP1
chr15:22947292-22980286	N_w	0	0	0	1	0	0	4	5	0	2	0	4	3	1	0	1	1	5	4	3	3	1	0	0	3	0	3	3	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	ENSG00000273749.4	CYFIP1
