junction	type	ERR2598067	ERR2598068	ERR2598087	ERR2598088	ERR2598100	ERR2598101	ERR2598117	ERR2598118	ERR2598119	ERR2598134	ERR2598135	ERR2598136	ERR2598163	ERR2598179	ERR2598191	ERR2598192	ERR2598204	ERR2598205	ERR2598224	ERR2598225	ERR2598247	ERR2598248	ERR2598249	ERR2598264	ERR2598265	ERR2598276	ERR2598277	ERR2598278	ERR2598279	ERR2598286	ERR2598360	ERR2598361	ERR2598362	ERR2598363	ERR2598147	ERR2598223	ERR2598311	geneID	geneName
chr3:10118971-10126268	N_w	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	3	0	1	0	0	0	ENSG00000254999.3	BRK1
chr3:10125709-10126268	N_w	257	543	333	488	472	242	252	444	464	167	358	429	462	235	496	515	250	474	427	269	194	358	269	268	481	424	1475	275	603	527	1086	611	459	737	217	283	669	ENSG00000254999.3	BRK1
chr15:22869568-22869968	N_w	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	1	4	0	1	0	1	0	0	1	1	2	0	ENSG00000273749.4	CYFIP1
chr15:22869568-22870009	N_w	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	2	2	2	2	3	0	1	2	1	1	1	0	0	1	0	ENSG00000273749.4	CYFIP1
chr15:22870193-22872824	N_w	33	64	40	45	17	26	36	33	55	27	90	26	43	50	23	72	51	43	75	57	49	51	42	44	57	20	27	12	50	17	19	16	19	14	38	93	10	ENSG00000273749.4	CYFIP1
chr15:22872973-22873490	N_w	40	105	70	105	57	63	45	106	107	69	127	89	123	94	100	129	68	101	116	100	56	43	64	41	86	22	65	35	78	33	61	21	27	30	85	105	43	ENSG00000273749.4	CYFIP1
chr15:22873730-22874549	N_w	18	61	23	49	40	35	21	49	52	32	73	45	58	41	60	48	34	51	74	52	16	19	22	34	57	12	33	14	47	9	24	12	19	10	42	61	25	ENSG00000273749.4	CYFIP1
chr15:22874645-22875198	N_w	12	88	35	74	31	41	48	67	97	52	93	71	60	72	77	93	50	92	102	67	42	44	41	47	90	16	32	15	48	17	27	28	40	17	57	63	49	ENSG00000273749.4	CYFIP1
chr15:22875272-22876275	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	1	0	2	0	0	0	ENSG00000273749.4	CYFIP1
chr15:22875272-22879912	N_w	12	101	33	57	81	49	37	93	89	57	87	76	70	68	79	100	39	97	91	79	30	22	25	41	80	18	43	27	52	13	34	11	21	26	54	68	36	ENSG00000273749.4	CYFIP1
chr15:22880044-22881845	N_w	8	121	25	80	32	49	36	114	104	36	44	74	78	82	65	111	70	77	104	84	42	25	38	20	90	15	10	18	39	14	16	15	18	8	61	66	33	ENSG00000273749.4	CYFIP1
chr15:22881937-22882867	N_w	8	74	21	62	32	23	20	45	62	41	19	48	54	59	26	77	39	73	70	63	21	9	27	22	71	12	14	7	24	10	15	11	12	5	41	45	20	ENSG00000273749.4	CYFIP1
chr15:22882021-22882867	N_w	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	ENSG00000273749.4	CYFIP1
chr15:22883012-22892889	N_w	5	87	25	71	48	28	25	62	70	49	47	42	79	61	58	89	43	80	79	74	17	8	15	20	68	3	15	10	40	6	22	13	20	6	44	34	23	ENSG00000273749.4	CYFIP1
chr15:22892978-22903705	N_w	6	95	12	87	59	49	35	92	97	45	22	89	102	64	95	100	61	105	94	67	29	20	28	23	104	7	16	15	50	17	20	15	30	8	79	69	41	ENSG00000273749.4	CYFIP1
chr15:22903906-22909193	N_w	3	80	12	59	37	33	32	70	67	40	78	53	87	52	88	83	29	78	87	50	13	10	14	6	73	0	17	12	24	6	12	11	17	5	50	29	36	ENSG00000273749.4	CYFIP1
chr15:22909314-22910519	N_w	7	85	8	54	23	34	27	64	66	32	38	43	81	72	50	78	26	68	88	65	18	5	12	15	66	7	11	7	21	8	19	8	21	6	56	38	36	ENSG00000273749.4	CYFIP1
chr15:22910629-22910736	N_w	4	75	8	67	40	38	35	63	61	32	101	63	88	51	85	81	24	82	77	64	10	8	4	11	73	3	11	10	26	4	15	12	18	11	48	32	51	ENSG00000273749.4	CYFIP1
chr15:22910814-22912178	N_w	2	80	8	67	19	30	42	71	67	47	73	49	76	67	62	88	31	79	113	83	22	6	2	11	85	5	7	3	19	8	11	13	18	0	73	43	29	ENSG00000273749.4	CYFIP1
chr15:22912276-22914725	N_w	2	52	7	45	15	29	22	46	39	46	65	50	47	51	26	67	18	57	72	55	7	3	3	3	55	2	1	3	5	7	7	4	16	6	33	24	11	ENSG00000273749.4	CYFIP1
chr15:22914883-22916476	N_w	0	37	7	52	4	15	24	36	37	25	49	21	39	58	35	40	22	60	65	51	11	1	0	12	38	0	4	4	11	2	2	4	6	2	44	17	10	ENSG00000273749.4	CYFIP1
chr15:22914883-22916881	N_w	0	2	0	3	1	1	0	4	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0	4	0	1	0	2	ENSG00000273749.4	CYFIP1
chr15:22916631-22917787	N_w	0	26	0	25	6	22	13	16	28	12	28	26	22	39	34	29	7	28	47	38	4	1	1	2	26	0	2	2	4	0	3	1	6	1	23	9	3	ENSG00000273749.4	CYFIP1
chr15:22917030-22917787	N_w	0	1	0	0	0	0	0	0	3	0	1	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	ENSG00000273749.4	CYFIP1
chr15:22917936-22918691	N_w	0	59	1	49	16	26	20	30	55	23	29	51	62	50	35	70	14	62	71	44	10	1	3	4	58	2	3	2	9	2	5	2	10	1	47	10	12	ENSG00000273749.4	CYFIP1
chr15:22918859-22925981	N_w	2	44	2	23	2	19	8	25	31	12	9	22	26	56	20	42	6	24	41	36	3	0	0	1	30	0	1	0	3	5	5	2	2	0	32	9	10	ENSG00000273749.4	CYFIP1
chr15:22926108-22927905	N_w	1	30	1	21	9	9	2	30	24	4	1	32	45	35	20	33	15	25	24	21	2	1	0	2	39	0	2	2	4	1	0	0	4	0	28	3	10	ENSG00000273749.4	CYFIP1
chr15:22928029-22932222	N_w	0	26	0	19	3	17	2	25	14	11	4	14	26	19	19	21	7	29	28	20	6	2	0	0	17	1	2	2	1	1	2	0	4	1	26	5	3	ENSG00000273749.4	CYFIP1
chr15:22932341-22933801	N_w	0	63	2	39	14	25	28	40	66	34	95	63	83	63	50	69	21	66	69	54	7	2	0	4	51	1	3	7	14	1	9	7	16	0	51	11	20	ENSG00000273749.4	CYFIP1
chr15:22933894-22937103	N_w	0	74	1	43	23	21	29	36	44	24	55	40	74	65	58	63	9	61	74	61	6	0	2	4	62	3	7	4	14	2	3	4	9	7	35	16	11	ENSG00000273749.4	CYFIP1
chr15:22937209-22939191	N_w	0	58	0	30	12	17	17	37	33	21	91	23	55	43	25	37	9	41	59	62	6	0	1	4	38	1	2	1	6	5	4	3	11	0	32	9	7	ENSG00000273749.4	CYFIP1
chr15:22939321-22939410	N_w	1	40	0	27	8	10	16	30	34	33	73	31	36	41	33	35	7	34	60	49	6	0	4	0	40	0	0	1	3	1	0	1	6	0	41	9	8	ENSG00000273749.4	CYFIP1
chr15:22939508-22943172	N_w	0	52	2	48	14	22	27	27	38	39	83	43	93	59	44	64	12	53	93	47	1	1	1	1	47	1	2	4	13	2	4	5	13	4	32	11	26	ENSG00000273749.4	CYFIP1
chr15:22943355-22944557	N_w	0	32	0	23	17	13	19	21	35	16	62	26	50	44	39	58	14	42	45	34	4	0	1	1	45	0	2	2	4	4	3	3	6	0	37	5	15	ENSG00000273749.4	CYFIP1
chr15:22944660-22944861	N_w	2	51	0	33	7	18	27	50	30	35	77	40	64	55	44	65	15	64	79	41	3	0	3	4	67	1	2	3	11	2	2	6	13	2	45	9	12	ENSG00000273749.4	CYFIP1
chr15:22944940-22947002	N_w	0	25	0	19	0	13	16	20	16	17	16	24	23	32	23	31	3	16	37	25	2	0	1	0	16	1	0	1	4	0	2	0	5	0	11	3	4	ENSG00000273749.4	CYFIP1
chr15:22944940-22947168	N_w	0	1	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	ENSG00000273749.4	CYFIP1
chr15:22947093-22947168	N_w	0	36	0	22	8	21	3	26	24	6	8	38	53	34	27	36	13	25	39	21	4	0	0	0	42	0	2	2	4	1	0	0	13	1	18	7	14	ENSG00000273749.4	CYFIP1
chr15:22947292-22980286	N_w	0	3	0	5	1	2	2	4	3	1	0	6	9	3	4	7	0	4	14	5	0	1	0	0	8	0	0	0	0	0	0	0	0	0	2	0	1	ENSG00000273749.4	CYFIP1
chr15:22947319-22980286	N_w	0	3	0	0	0	0	1	3	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	ENSG00000273749.4	CYFIP1
