junction	type	2a9ed6f1-3f93-43cf-9e47-6690781e1009	d512d7d6-0f5f-484c-a4eb-20fcce53643a	f69372c0-9da5-469c-ba81-e5b3da5e605c	199a14f5-6ff1-4d6e-b043-06061511915f	b178a8cb-b28c-4fed-a8ae-d4e37ae39261	842f6668-669f-4e7d-89f6-f6da627297b8	ad36d45c-5bd4-4c14-87b7-eb57dc110ac7	a72b96c5-2ece-463e-a6cc-4598901a9bef	42a0ffc5-0804-4b82-9c18-50df23f21cf9	81148a24-a1bf-45ae-a0bb-709cccd728fd	8a72416e-242b-4482-921e-88fdae3c17ff	f53a9c63-1af7-4cbc-b8b7-4aa7aaed3364	dc2086bf-e50b-49fb-b31e-93b4fdc540fb	9a2c9224-ec66-4560-b909-08144c67e00d	7ad22869-92c5-43d5-b334-9781a311cb2e	454383cb-3cb3-4b8c-8078-a2ec27139d33	0141f9ca-a8a1-4ea4-b194-6c3afb943253	3551ea04-99f5-4748-8304-6a63e77ae756	fdbd24ed-a293-4f84-a418-8ab531750e9a	1f1c74d9-86f3-49ea-bb26-2c09efecc4a2	479dca62-5053-4919-9d21-695298aa76b4	37b29806-fbd6-432f-9a47-ce72bee3a5bb	9a756d11-4f93-4a52-9755-c338b21ccdca	d27541fa-68eb-4066-a6b8-6abd49575fe1	cc4c52a7-57d4-4959-abfb-8ed3b1ba4ded	e08283ca-68e0-4171-b8b9-51aee0b1e0ef	8ff6b0ab-c03c-4a06-a851-ebb4b0ffb769	1d6b448c-1d01-4a8c-8417-b094ec2d562e	e959e8bd-d13c-43c2-840b-8e19211eb643	0a858ad7-1c4a-41a0-9747-97c108cb074e	b8de7c7f-5de1-45b9-948d-cf5df3850551	6f54f9c0-5687-4a07-bf75-b506752b4a52	8c3b9672-d44c-4df4-9912-47f93f0a5c58	cef2bdb2-017f-4e90-94b3-45a91ac9fb6c	bc005778-f88d-47b7-8e04-ceb9750f00c2	3d648fd2-3148-478b-a74c-0016a04cdbe5	1ef1159e-ddaa-4673-8115-d8f356e51ff8	geneID	geneName
chr3:9803708-9803842	N_w	2	0	4	1	0	6	2	1	1	2	6	2	1	0	1	2	2	0	0	0	2	3	1	3	1	4	0	0	0	5	0	2	1	2	0	0	7	ENSG00000241553.12	ARPC4
chr3:9804014-9806209	N_w	194	335	427	656	208	351	289	428	616	500	192	502	388	281	299	265	457	311	332	424	410	348	362	314	303	255	281	430	323	539	277	401	492	316	399	371	279	ENSG00000241553.12	ARPC4
chr7:99326005-99333324	N_w	49	64	53	148	112	64	161	153	169	81	81	196	165	74	132	45	208	141	54	178	136	59	168	203	107	110	35	141	211	170	123	35	157	105	101	128	158	ENSG00000241685.9	ARPC1A
chr7:99326005-99338180	N_w	0	0	0	0	0	1	0	1	1	0	0	2	1	1	0	0	2	1	0	0	2	0	0	3	0	0	0	4	0	1	4	0	3	1	2	0	2	ENSG00000241685.9	ARPC1A
chr7:99333418-99338180	N_w	153	230	157	399	323	189	467	429	446	231	228	459	388	266	339	146	493	385	159	409	415	148	531	498	228	302	109	427	668	462	304	134	305	331	254	385	387	ENSG00000241685.9	ARPC1A
chr7:99333418-99338182	N_w	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	ENSG00000241685.9	ARPC1A
chr7:99333418-99344292	N_w	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	4	2	0	1	1	2	0	1	1	ENSG00000241685.9	ARPC1A
chr7:99338286-99344292	N_w	92	189	127	318	267	141	347	338	439	196	200	428	311	192	250	116	386	269	141	325	308	177	399	472	254	328	95	340	557	376	282	117	312	277	215	305	290	ENSG00000241685.9	ARPC1A
chr7:99338286-99348851	N_w	0	0	2	0	0	0	2	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99344516-99348851	N_w	49	51	48	102	88	51	94	112	124	55	59	62	96	60	89	25	129	93	47	100	99	59	131	127	60	101	31	87	199	144	72	29	107	97	40	104	107	ENSG00000241685.9	ARPC1A
chr7:99344516-99353908	N_w	1	0	0	1	2	1	4	0	2	0	2	0	1	0	0	2	0	0	2	0	1	0	6	2	0	1	0	0	2	5	2	0	1	1	0	1	0	ENSG00000241685.9	ARPC1A
chr7:99348960-99349247	N_w	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	2	0	1	1	0	2	1	0	0	1	2	3	0	ENSG00000241685.9	ARPC1A
chr7:99348960-99353908	N_w	47	32	42	85	103	60	106	98	132	68	63	89	103	89	74	32	152	110	55	114	106	83	124	141	56	121	23	99	250	117	83	88	109	68	102	110	139	ENSG00000241685.9	ARPC1A
chr7:99348960-99358339	N_w	1	1	0	0	0	1	1	0	2	0	0	0	1	2	0	0	0	0	1	2	0	1	11	0	0	1	0	0	2	0	1	0	1	1	0	1	2	ENSG00000241685.9	ARPC1A
chr7:99349026-99353908	N_w	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	2	0	0	0	0	1	0	2	0	0	ENSG00000241685.9	ARPC1A
chr7:99349364-99353908	N_w	2	0	0	0	0	0	1	1	2	3	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	1	1	0	ENSG00000241685.9	ARPC1A
chr7:99354122-99358339	N_w	52	58	101	140	112	75	146	124	201	101	172	163	123	133	176	61	239	106	116	152	146	141	225	310	164	218	66	167	331	282	130	121	154	127	124	250	165	ENSG00000241685.9	ARPC1A
chr7:99358416-99359544	N_w	48	20	85	79	122	87	134	128	151	91	208	154	152	201	194	76	195	93	131	178	220	176	246	335	176	229	55	238	371	266	64	153	128	54	83	270	141	ENSG00000241685.9	ARPC1A
chr7:99359739-99363542	N_w	146	159	142	367	270	135	296	355	425	252	345	325	345	409	396	154	574	203	263	394	333	275	497	496	252	672	98	294	754	602	284	262	364	264	268	379	336	ENSG00000241685.9	ARPC1A
chr7:99359739-99365890	N_w	1	0	0	0	1	0	2	0	0	2	1	2	1	5	4	1	1	1	0	1	4	2	5	0	0	1	1	2	1	3	0	2	1	0	1	0	4	ENSG00000241685.9	ARPC1A
chr7:99359776-99363542	N_w	0	0	0	3	1	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99360275-99363542	N_w	0	0	0	0	0	0	2	1	0	2	1	0	0	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99363634-99365472	N_w	0	0	0	2	0	0	0	0	0	1	3	0	0	0	2	0	1	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	2	1	ENSG00000241685.9	ARPC1A
chr7:99363634-99365494	N_w	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99363634-99365500	N_w	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99363634-99365890	N_w	96	109	88	274	201	117	290	280	337	235	358	307	254	325	335	123	522	213	281	339	271	208	471	411	212	543	114	281	650	527	212	316	235	214	228	407	252	ENSG00000241685.9	ARPC1A
chr7:99363634-99365911	N_w	1	2	0	6	0	1	2	0	1	0	2	2	1	0	0	0	0	3	1	0	1	2	1	2	0	2	0	0	0	2	0	0	0	2	4	1	1	ENSG00000241685.9	ARPC1A
chr7:99365739-99365890	N_w	0	0	0	1	0	0	0	0	0	0	8	0	1	2	0	0	1	1	0	0	2	1	0	3	0	2	0	0	3	0	1	1	0	0	0	1	1	ENSG00000241685.9	ARPC1A
chr3:10115820-10118905	N_w	21	18	44	32	11	26	13	13	36	36	3	11	25	11	12	12	45	28	26	30	23	12	18	49	37	19	13	16	21	14	23	15	16	6	30	13	5	ENSG00000254999.3	BRK1
chr3:10115820-10125625	N_w	279	553	739	763	450	428	493	700	1090	631	365	747	585	498	454	344	797	607	460	617	555	366	542	460	513	552	392	572	485	946	440	529	567	535	815	642	430	ENSG00000254999.3	BRK1
chr3:10115820-10126268	N_w	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	3	0	1	0	1	0	3	0	0	ENSG00000254999.3	BRK1
chr3:10118971-10125611	N_w	0	0	1	2	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	1	1	0	0	4	2	0	0	0	0	2	0	0	0	0	0	0	0	ENSG00000254999.3	BRK1
chr3:10118971-10125625	N_w	21	12	25	18	12	20	11	10	31	35	4	6	21	6	10	14	25	12	18	13	12	6	11	24	26	18	8	19	28	20	27	4	22	13	19	6	5	ENSG00000254999.3	BRK1
chr3:10125709-10126268	N_w	241	441	483	582	439	356	373	684	868	610	205	507	495	423	420	338	630	465	382	429	406	355	517	333	375	477	278	454	525	831	423	420	441	561	830	461	416	ENSG00000254999.3	BRK1
chr15:22869568-22870009	N_w	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	2	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	1	1	0	ENSG00000273749.4	CYFIP1
chr15:22870193-22872824	N_w	54	130	80	166	146	123	184	231	199	170	56	165	180	139	174	127	219	256	130	164	198	114	116	121	136	140	39	135	107	230	154	133	151	175	218	242	275	ENSG00000273749.4	CYFIP1
chr15:22870193-22873490	N_w	1	0	0	3	2	2	1	0	0	0	1	2	1	1	3	0	1	2	0	1	1	0	0	0	0	4	0	2	0	3	1	4	0	4	3	2	4	ENSG00000273749.4	CYFIP1
chr15:22870193-22874549	N_w	1	1	0	0	0	0	0	0	1	1	3	1	0	3	1	0	1	2	0	0	2	1	0	0	0	1	0	1	0	1	2	1	0	2	2	1	0	ENSG00000273749.4	CYFIP1
chr15:22870193-22879912	N_w	0	1	1	0	0	0	1	1	0	0	0	2	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	6	ENSG00000273749.4	CYFIP1
chr15:22872973-22873490	N_w	116	211	166	304	269	185	245	406	379	299	129	294	340	239	234	205	323	431	162	276	351	132	189	201	287	331	101	282	211	383	222	190	241	269	279	553	488	ENSG00000273749.4	CYFIP1
chr15:22873730-22874549	N_w	58	82	77	117	90	93	130	113	168	117	41	116	142	116	89	90	121	196	68	127	162	83	82	108	125	91	55	126	86	137	114	91	123	99	85	265	199	ENSG00000273749.4	CYFIP1
chr15:22874645-22875198	N_w	53	163	128	190	172	112	167	253	274	227	61	185	225	163	154	136	183	280	123	195	228	70	108	138	219	138	53	179	115	257	169	109	183	177	140	266	359	ENSG00000273749.4	CYFIP1
chr15:22875272-22879912	N_w	66	127	131	165	121	101	113	201	275	217	67	192	214	122	121	94	136	206	70	151	203	93	81	159	188	138	82	155	99	201	131	91	184	150	138	328	280	ENSG00000273749.4	CYFIP1
chr15:22880044-22881845	N_w	86	129	85	133	107	98	122	186	225	150	46	172	189	143	144	115	138	264	81	121	205	73	97	143	203	121	70	181	121	220	145	79	160	125	135	230	317	ENSG00000273749.4	CYFIP1
chr15:22881937-22882867	N_w	61	136	110	167	123	85	141	214	230	155	44	133	194	127	102	89	138	214	56	147	167	55	75	163	221	113	69	140	93	178	144	72	150	116	121	244	293	ENSG00000273749.4	CYFIP1
chr15:22883012-22892889	N_w	42	121	89	146	113	69	138	208	196	141	54	188	213	77	97	83	131	220	55	118	176	60	89	120	197	128	68	130	93	179	175	48	129	159	120	273	292	ENSG00000273749.4	CYFIP1
chr15:22892978-22903705	N_w	66	184	115	177	141	122	181	261	194	151	45	184	198	129	136	141	187	282	95	144	258	56	111	121	171	116	41	195	135	220	160	63	130	196	163	200	359	ENSG00000273749.4	CYFIP1
chr15:22903906-22909193	N_w	49	150	114	142	133	82	154	192	174	133	41	267	163	96	93	111	132	237	74	156	162	57	57	154	193	103	44	136	85	178	126	57	110	162	144	173	234	ENSG00000273749.4	CYFIP1
chr15:22909314-22910519	N_w	45	122	58	111	128	85	131	190	144	105	31	157	171	67	92	66	104	203	47	144	145	40	59	95	149	61	28	154	86	176	117	31	100	146	98	151	274	ENSG00000273749.4	CYFIP1
chr15:22910629-22910736	N_w	24	39	74	67	70	50	56	113	102	58	26	51	82	55	59	33	32	69	40	80	96	19	19	89	126	33	34	75	43	85	58	10	87	48	31	120	166	ENSG00000273749.4	CYFIP1
chr15:22910814-22912178	N_w	81	164	98	161	153	91	220	335	209	131	36	297	267	78	116	120	132	278	97	158	175	68	115	135	192	113	58	169	108	198	215	28	138	246	147	203	348	ENSG00000273749.4	CYFIP1
chr15:22912276-22914725	N_w	65	159	50	176	186	109	204	298	183	133	31	224	269	79	110	111	136	311	76	181	185	43	97	103	143	83	41	185	98	163	183	28	123	209	128	155	272	ENSG00000273749.4	CYFIP1
chr15:22914883-22916476	N_w	52	69	43	58	77	54	84	120	46	40	10	78	93	41	48	43	77	133	32	66	56	20	64	37	65	47	21	64	36	103	83	7	57	103	60	85	146	ENSG00000273749.4	CYFIP1
chr15:22914883-22916881	N_w	0	11	2	14	7	0	4	11	19	2	0	11	23	2	2	13	0	24	5	25	5	0	13	0	10	0	4	21	1	8	4	0	2	5	12	6	4	ENSG00000273749.4	CYFIP1
chr15:22916631-22916881	N_w	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	3	0	1	0	0	2	0	0	0	1	ENSG00000273749.4	CYFIP1
chr15:22916631-22917787	N_w	35	66	68	69	61	39	76	129	66	56	8	83	103	34	37	37	58	99	23	57	77	23	30	55	85	28	21	63	35	61	84	12	62	63	51	85	139	ENSG00000273749.4	CYFIP1
chr15:22917030-22917787	N_w	0	4	3	13	6	0	5	7	15	4	0	13	21	0	3	15	0	12	3	26	5	0	11	0	8	0	1	35	0	10	5	5	0	7	4	4	3	ENSG00000273749.4	CYFIP1
chr15:22917936-22918691	N_w	55	124	57	98	126	74	110	161	130	71	23	139	190	69	105	101	81	214	37	126	142	19	43	73	121	38	20	145	75	133	129	17	83	140	62	106	258	ENSG00000273749.4	CYFIP1
chr15:22918859-22925981	N_w	50	107	53	123	134	62	115	179	174	84	17	152	210	66	91	68	60	220	23	107	156	23	62	85	119	38	21	144	68	112	130	18	114	126	76	115	247	ENSG00000273749.4	CYFIP1
chr15:22926108-22927905	N_w	19	63	46	49	65	27	69	91	54	34	7	74	92	19	45	33	36	123	18	69	71	23	48	57	82	18	14	87	23	80	86	7	43	52	38	59	110	ENSG00000273749.4	CYFIP1
chr15:22928029-22932222	N_w	20	51	34	50	58	53	63	76	46	17	7	109	76	25	40	45	24	96	18	33	70	25	32	56	80	16	9	64	29	56	60	6	40	27	33	69	99	ENSG00000273749.4	CYFIP1
chr15:22932341-22933801	N_w	52	137	62	111	152	103	163	210	175	77	19	220	152	52	72	81	62	258	36	147	139	34	81	80	124	46	8	157	56	143	141	11	80	147	89	110	232	ENSG00000273749.4	CYFIP1
chr15:22933894-22937103	N_w	51	114	75	116	138	74	129	183	148	84	11	169	222	44	75	79	78	221	38	154	88	20	78	80	96	46	20	128	54	129	153	6	84	150	82	94	228	ENSG00000273749.4	CYFIP1
chr15:22937209-22939191	N_w	36	127	48	127	172	95	168	229	175	82	14	162	221	68	88	91	96	225	28	171	126	30	67	70	110	20	23	150	49	117	172	12	115	176	100	116	253	ENSG00000273749.4	CYFIP1
chr15:22939321-22939410	N_w	17	84	52	79	110	62	91	158	86	40	7	142	117	32	54	46	39	165	18	82	64	17	38	56	102	25	23	89	37	69	126	7	62	87	49	81	178	ENSG00000273749.4	CYFIP1
chr15:22939508-22943172	N_w	34	129	81	91	134	79	143	164	166	97	11	184	171	25	86	78	59	171	22	127	128	16	56	70	142	37	18	146	28	106	168	6	93	114	77	96	185	ENSG00000273749.4	CYFIP1
chr15:22943355-22944557	N_w	20	59	32	58	79	27	64	98	108	50	8	99	118	15	29	44	17	106	17	100	51	6	28	32	54	25	6	63	22	54	99	1	52	76	28	42	104	ENSG00000273749.4	CYFIP1
chr15:22944660-22944861	N_w	35	96	47	100	108	50	96	147	117	61	2	166	146	42	55	72	50	187	23	125	118	17	50	60	90	19	21	111	26	81	128	10	58	92	59	58	180	ENSG00000273749.4	CYFIP1
chr15:22944940-22947002	N_w	28	96	57	101	102	54	116	136	123	52	6	141	182	33	40	43	29	140	17	110	86	16	41	59	99	26	17	106	25	64	110	3	67	81	53	89	156	ENSG00000273749.4	CYFIP1
chr15:22944940-22947168	N_w	2	0	0	7	0	0	0	5	2	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	1	0	7	2	0	9	ENSG00000273749.4	CYFIP1
chr15:22947093-22947168	N_w	29	93	70	101	108	44	86	128	166	69	7	135	179	44	59	48	46	178	28	95	134	20	40	81	136	21	22	155	32	87	131	5	96	99	51	73	216	ENSG00000273749.4	CYFIP1
chr15:22947292-22980286	N_w	9	27	27	23	55	26	47	38	6	0	4	53	55	16	34	15	10	73	9	46	54	10	13	36	72	8	8	75	12	43	37	2	10	25	9	36	45	ENSG00000273749.4	CYFIP1
chr15:22947319-22980286	N_w	1	2	3	5	1	2	1	3	2	3	0	3	2	2	1	0	2	7	0	4	2	1	2	4	8	2	0	8	1	2	3	0	2	1	1	3	5	ENSG00000273749.4	CYFIP1
